icao,name,lat,lon
TR-0205,Şereflikoçhisar State Hospital Heliport,38.955671,33.527948
UA-0179,Mamalyha Heliport,48.2477,26.58473
UKLU,Uzhhorod International Airport,48.6343,22.263399
UUBI,Ivanovo South Airport,56.93939971923828,40.940799713134766
BG-0021,Gledka Airfield,41.5999,25.3857
CY-0043,Dhekelia Station Waterloo Road Helipad,35.00334,33.732533
DE-0026,Meppen Ludmillenstift Hospital Helipad,52.68949890136719,7.294400215148926
DE-0520,Kassel-Waldau Airfield,51.280833,9.505278
DE-0755,Leipzig Heart Center Ground Heliport,51.30605,12.43675
EBRR,Rumbeke Heliport,50.910005,3.148012
EDBX,Görlitz Airfield,51.15889,14.950278
EDHC,Lüchow-Rehbeck Airfield,53.017158,11.144729
EDPO,Neumarkt-Oberpfalz Airfield,49.285557,11.443056
EGBW,Wellesbourne Mountford Airfield,52.189353,-1.614089
EGEW,Westray Airport,59.350475,-2.950062
EHKP,K12-B Heliport,53.34083,3.89361
EKKS,Kongsted Gliderfield,55.251511,12.062726
EKSV,Skive Airport,56.550201,9.17298
ENQE,Oseberg East Helideck,60.700001,2.933611
ES-0041,Casas de Juan Gil Airfield,39.133,-1.2622
ES-0139,Aeroclub Gregal,39.220457,-0.36825
ES-0199,Aeródromo de Aldeacentenara,39.5609167,-5.6637222
ES-0356,Alfes Airfield,41.549999,0.65
ESMC,Ränneslätt Airfield,57.670601,14.943
ESSL,Linköping City Airport,58.404909,15.684499
ESSM,Brattforshede Airfield,59.608398,13.9123
FR-0365,Cavallo Helistrip,41.368431,9.264111
FR-0887,Lectoure Marsolan Airfield,43.955278,0.521389
FR-1101,Saint Flour Centre Hospitalier Heliport,45.034226,3.087094
FR-1108,Saint Aignan Airfield,44.596944,-0.045278
FR-1154,Ajaccio Centre Hospitalier Heliport,41.945,8.771389
FR-1177,Laon Hospital Heliport,49.563347,3.611825
FR-1238,Cambrai-Épinoy (BA 103) Air Base,50.221802,3.15424
FR-1267,Guyancourt Airport,48.7603,2.0625
GB-0002,Fishburn Airfield,54.686798,-1.45831
GB-0013,Bidford Airfield,52.137778,-1.850278
GB-0046,Keyston Airfield,52.367395,-0.478239
GB-0362,Castlerock Airstrip,55.1582291,-6.7915365
GB-0931,Gunton Park Airstrip,52.855009,1.322994
GB-0962,Stroma Airstrip,58.67286,-3.12724
GCHI,El Hierro Airport,27.8148,-17.8871
IR-0168,Bazargan Gas Measuring Station Helipad,39.396964,44.397418
IT-0018,Campo di Volo Capo d'Orlando,38.126421,14.707904
IT-0099,Tuscania Airfield,42.410446,11.898665
IT-0114,Zampieri Airfield,46.404329,12.88536
IT-0254,Cassola Airfield,45.741308,11.806548
IT-0353,Campo di Volo Campore,44.827864,10.010782
IT-0367,Bosco di Mezzo Airfield (CTCAL),37.1523,14.59928
IT-0799,Croce Verde di Saluzzo Heliport,44.65254,7.46928
LFQW,Vesoul-Frotey Airfield,47.638588,6.204443
LFTZ,La Môle Airport,43.205399,6.482
LGKA,Kastoria National Airport Aristotle,40.446301,21.2822
LIPA,Aviano Air Base,46.031898,12.596503
LKTA,Tábor Airfield,49.391102,14.7083
LPPT,Lisbon Humberto Delgado Airport,38.7813,-9.13592
NO-0071,Hurdal Airstrip,60.361748,11.091508
PL-0222,Gostkowo Ultralight Airfield,53.112161,18.677819
PT-0045,Santarém Hospital Heliport,39.24183,-8.697563
RU-0147,Kurkachi Airfield,55.97999954223633,49.58100128173828
RU-0193,Pushkino Heliport,56.042,37.978001
RU-0309,Kholodnogorskiy Airfield,44.983,42.118
RU-0355,Nakhabino Helipad,55.8580088604,37.2091752291
RU-8363,Voronezh Baltimore Air Base,51.62,39.14
TN-0007,A1 Mahres Heliport,34.59183,10.43878
TR-0236,Gürbulak Border Post Helipad,39.412175,44.347834
UA-0028,Zhovtneve Air Base,45.639999,28.67
UA-0075,Zhalizhnia,50.4734613,24.4743705
UA-9881,Primorsky GANIC Heliport,45.122213,35.506207
UBBG,Ganja International Airport,40.738692,46.320383
UKVE,Zaporizhzhia/Motor Heliport,47.859994,35.322085
AL-0008,Farkë Helicopter Base,41.31554,19.88554
BE-0034,Federal Police Ghent Heliport,51.06756,3.6941
BE-0084,Beerse Airfield,51.31923,4.79541
BG-0017,Topolovgrad Airfield,42.11302,26.382551
BG-0049,Kalipetrovo Agricultural Airfield,44.058828,27.256136
BIPA,Patreksfjörður Airport,65.555801,-23.965
CZ-0012,Náchod Regional Hospital Heliport,50.410295,16.166561
CZ-0167,Dolní Bojanovice Airstrip,48.85482,17.01794
CZ-0264,Jablonec nad Nisou Hospital Heliport,50.72751,15.1619
DE-0014,Rostock University Helipad,54.08330154418945,12.100500106811523
DE-0056,Paterzell Airfield,47.84692,11.061087
DE-0184,Stolberg-Diepenlinchen Airfield,50.768793,6.280189
DE-0227,Bösingen-Dunningen Airfield,48.227671,8.534725
DE-0282,Berneck Airfield,48.5737,9.7291
DE-0713,Helios Sankt Elisabeth Hospital Hünfeld Heliport,50.662377,9.767742
DE-0805,Westerenger Airfield,52.12826,8.51346
EBGG,Overboelare Airfield,50.7556,3.86389
EDTS,Schwenningen am Neckar Airfield,48.065834,8.571389
EGBK,Sywell Aerodrome,52.305302,-0.793056
EGQL,Leuchars Station Airfield,56.37398,-2.868862
EGSI,Marshland Airfield,52.643611,0.295
EGVO,RAF Odiham,51.2341,-0.942825
ES-0021,Aeròdrom d'Avinyonet,41.367985,1.766867
ES-0120,Villafranca de Cordoba,37.936706,-4.532632
ES-0183,Aeródromo Belvis de Monroy,39.8513634,-5.6015255
ES-0282,Casas de Juan Núñez Heliport,39.1103,-1.5578
ES-0315,Platges de Muro Rescue Heliport,39.79278,3.12514
ESPA,Luleå Airport,65.5438,22.122
ESST,Torsby Airport,60.1576,12.9913
FR-0452,Aérodrome privé Le Quilloux,47.59963,-1.9143
FR-0989,Archigny Chenevelles Airfield,46.696667,0.656111
GB-0060,Porthtowan Airfield,50.285065,-5.228403
GB-0161,Royal Naval Air Station Anthorn,54.91148,-3.279946
GB-0407,Yearby Airstrip,54.5847,-1.06953
GB-1037,Top Farm Airstrip,52.130219,-0.546368
GB-1050,Dungannon Airstrip,54.56089,-6.8171
GB-1091,No Man's Fort Helipad,50.740247,-1.094899
GB-1096,RAF Millisle,54.610591,-5.584724
GR-0015,Molos Airfield,38.826175,22.661959
HEPS,Port Said International Airport,31.279285,32.240582
IT-0084,Vervò Airfield,46.313801,11.111898
IT-0233,Cà Virginia Airfield,43.818795,12.677264
IT-0364,Aviosuperficie Aretusa Fly,37.03741,15.09536
IT-0474,Aviosuperficie Fiano Romano,42.1447222,12.6333333
IT-0481,I Quattro Cantoni Airfield,44.803056,11.138333
IT-0880,Elisuperficie di Piancavallo,46.009653,8.628833
LECN,Castellon de la Plana Aerodrome,39.99836,0.026355
LELL,Sabadell Airfield,41.520901,2.10508
LFHN,Bellegarde-Vouvray Airfield,46.123336,5.804858
LLTN,Tnuvot Ultralight Airfield,32.308611,34.978333
LMML,Malta International Airport,35.845932,14.491546
LOKL,Lienz-Nikolsdorf Airfield,46.798069,12.87833
LPCO,Aerodromo Municipal de Coimbra,40.158758,-8.470815
LPMO,Morargil Airfield,38.993532,-8.14201
LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,44.503133,26.102944
LV-0006,Mālpils Airfield,57.045431,24.945953
NL-0091,Feadship Makkum Heliport,53.054199,5.399287
PT-0059,Pista da SAPEC (Santa Catarina),38.494813,-8.819296
PT-0070,Pista de Grandola,38.163218,-8.538029
RO-0159,Industrial Zone Bacău Helipad,46.512733,26.94633
RU-0009,Bakhmutovo Air Base,56.371700286865234,34.08829879760742
RU-0089,Krymsk Air Base,44.962905,37.999071
RU-0359,Voskresensk Airstrip,55.308006,38.596964
RU-0433,Krasnyi Baltiets Heliport,55.486753,35.989126
RU-0483,Padinskoye Airstrip,44.844707,43.185901
RU-0747,Sukhovka Airfield,56.05055,40.75778
RU-10007,Siversky Air Base,59.356701,30.036699
RU-10020,Lodeynoye Pole Airport,60.716999054,33.561000824
RU-10030,Ponoy Airfield,67.11,41.106
SE-0083,Ekeryd - Ekelanda private airstrip,56.596257,13.490785
SE-0110,Lund Airfield,55.684399,13.2108
SK-0068,Veľká Lomnica Airstrip,49.1065,20.344029
TR-0061,Sakarya University Heliport,40.74318,30.33131
TR-0273,Air Training Command Heliport,38.40172,27.07222
UA-1901,Novyi Kalyniv Air Base,49.550654,23.334579
AT-0061,Dachlandeplatz Heliport,47.805839538574,13.027724266052
BE-0035,Sint-Elisabeth General Hospital Zottegem Heliport,50.8629,3.81877
BG-0044,Yunatsite Airstrip,42.232673,24.245056
BIMM,Melgerðismelar Airport,65.48266,-18.170106
BITM,Þórsmörk Airport,63.689999,-19.563101
CH-0009,Walenstadt Hospital Heliport,47.12088,9.31007
CH-0014,Zurich Children's Hospital Heliport,47.372022,8.55716
CY-0015,Erenköy Helipad,35.186998,32.615538
CZ-0096,Hory Airfield,50.21695,12.77669
CZ-0226,Brno Svatá Anna University Hospital Heliport,49.19073,16.600826
DE-0190,Stapelburg Airfield,51.914044,10.68326
EBBE,Beauvechain Air Base,50.758598,4.76833
EDGJ,Ochsenfurt Airfield,49.673611,10.071389
EDUS,Finsterwalde-Schacksdorf Airfield,51.60743,13.737702
EFPO,Pori Airport,61.4617,21.799999
EGPL,Benbecula Airport,57.481098,-7.36278
EHBL,B13-A Platform Helipad,55.284722,4.096667
EHKW,K14-FA-1A Heliport,53.26861,3.62639
EPKE,Kȩtrzyn-Wilamowo Airfield,54.047144,21.426121
ES-0276,La Cuesta Aerodrome,38.53092,-2.832511
EYPH,Paluknys Heli Base,54.486807,24.997326
FR-0680,Auxey Duresses Airfield,46.998889,4.735
FR-0799,Orgenoy Airfield,48.492806,2.573548
FR-0911,Coufouleux Airfield,43.801667,1.718611
FR-1029,Précieux Airfield,45.588056,4.175556
GB-0010,Spanhoe Airfield,52.558264,-0.620132
GB-0213,Pear Tree Farm Airstrip,51.903206,-1.076158
GB-0406,Harringe Court Airfield,51.091745,0.988812
GB-0742,Dalcross Heliport,57.542328,-4.068916
GB-0937,Benston Farm Airstrip,55.41649,-4.23027
GE-0016,Pichori Heliport,42.43698,41.54572
GR-0056,Gadouras Airfield,36.143088,28.068028
HEBS,Bani Sweif Air Base,29.20224,31.013471
IR-0177,Qasr-e Shirin Airport,34.516666,45.566666
IT-0001,Il Falco Airfield,45.269254,7.950733
IT-0289,Conca del Re Airfield,39.854278,16.19563
IT-0309,"Aviosuperficie ""Avioclub Alanno""",42.31458,14.000913
IT-0311,Campo di Volo Bonsciano,43.355854,12.193534
IT-0585,Eliporto Militare,41.253178,16.413456
IT-0881,Elisuperficie di Cannero Riviera,46.019071,8.679623
IT-0962,Elisuperficie V.F. di Ivrea,45.450682,7.860128
IT-0963,Elisuperficie 118 Ivrea,45.460669,7.884943
LB-0014,Unifil UNP 4-34 Helipad,33.297091,35.692382
LDHR,Rab Heliport,44.768822,14.732854
LDZS,Sisak Airfield,45.465556,16.486389
LEGY,Garray Airfield,41.820004,-2.476387
LFHA,Issoire-Le Broc Airfield,45.514999,3.2675
LSZR,Sankt Gallen Altenrhein Airport,47.485001,9.56077
LTAP,Amasya Merzifon Airport,40.829399,35.521999
LTAV,Sivrihisar Airport,39.4515,31.365299
LU-0012,Remerschen Heliport,49.49102,6.34507
NO-0121,Frigg DP2 Platform,59.8856010437,2.07083010674
PL-0177,Lądowisko Kamionka,53.67644,18.63286
PT-0104,Pista da Herdade da Lameira,39.277962,-7.772655
RU-0092,Myskhako Airport,44.66999816894531,37.7760009765625
RU-0515,Selizharovo Airfield,56.819368,33.328104
UA-0091,Lidavo Airstrip,50.4681472,26.2177308
UA-0142,Lysychansk Heliport,48.9323,38.4097
BG-0035,Kapitanovtsi Airstrip,44.055815,22.878457
BG-0053,Staroseltsi,43.531511,24.2967868
BG-0064,Gradishte Airstrip,43.333531,26.853869
BG-0147,Alfatar Airfield,43.91055,27.29674
BIVH,Varmahlid Airport,65.55694580078125,-19.428056716918945
BY-0009,Lida Air Base,53.877,25.377
CH-0018,Grisons Cantonal Hospital Heliport,46.864183,9.538922
CY-0024,Yeşilyurt helipad,35.155423,32.888972
CZ-0059,Chabeřice Private ULM Airstrip,49.747569,15.06424
CZ-0227,Stránecká Zhoř cropduster strip,49.38575,15.93104
DE-0004,Gransee Airfield,53.00628,13.202177
DE-0438,Basepohl Airfield,53.747388,12.950649
DE-0507,Wasserburg District Hospital Heliport,48.063371,12.213101
EBKZ,Zeno General Hospital Knokke-Heist Campus Heliport,51.328685,3.292388
EBMG,Matagne-la-Petite Ultralight Airfield,50.104208,4.636063
EDDH,Hamburg Helmut Schmidt Airport,53.630402,9.98823
EDQI,Lauf-Lillinghof Airfield,49.605162,11.283581
EDXP,Harlesiel Airfield,53.706669,7.820278
EGHH,Bournemouth Airport,50.780483,-1.839576
EHGN,G14-A,54.22389,5.49861
EHKN,K12-C Heliport,53.45833,3.90444
ES-0173,Aeròdrom Municipal El Pla de Santa María,41.371467,1.30375
ES-0224,Pozorrubio Airfield,39.826221,-2.953085
ES-0272,Blancos del Coscojar Heliport,40.3216,-1.056629
ESEU,Uddevalla Hospital Heliport,58.357325,11.928763
ESSZ,Vängsö Airfield,59.101101,17.2111
FR-0132,Bois-Bernard Private Hospital Heliport,50.375331,2.909626
FR-0238,Quartier-Reynies Heliport,45.09999847412109,5.683332920074463
FR-1050,Champis 07 Airfield,44.941111,4.761944
FR-1204,Bourbourg DZ,50.942759,2.188768
FR-1317,HOMBLEUX DZ,49.73864,2.971909
GB-0255,Gorrel Farm Airstrip,50.9438009,-4.386336
GB-0394,Little Snoring Airfield,52.860285,0.903092
GB-0539,Achnasheen Airstrip,57.5708442,-5.1888389
GMMB,Ben Slimane Airport,33.655399,-7.22145
IE-0029,Borris-in-Ossory Airstrip,52.92613,-7.65352
IT-0046,Cascina Grecia Airfield,45.353622,7.792997
IT-0346,Aviosuperficie San Teodoro,40.802484,9.65839
IT-0409,"Campo di Volo ""Maraclub Icamar""",39.278216,9.25674
IT-0475,Aviosuperficie Corfinio,42.109588,13.84213
IT-0660,Anacapri Heliport,40.558608,14.201355
IT-0703,Ospedale San Camillo,41.86757,12.45755
LELO,Logroño-Agoncillo Airport,42.460953,-2.322235
LHKD,Kecskéd Airfield,47.517121,18.325024
LJAJ,Ajdovščina Airfield,45.889198,13.8869
LOAP,Waidhofen an der Ybbs Hospital Helipad,47.952692,14.788011
LSZT,Lommis Airfield,47.524399,9.00306
LTCN,Kahramanmaraş Airport,37.5388259888,36.9535217285
LU-0004,Emile Mayrisch Hospital Heliport,49.500911,5.982146
LZIB,M. R. Štefánik Airport,48.1702,17.2127
NO-0108,LHL Gardermoen Hospital Heliport,60.16511,11.16508
PL-0141,Wola Krakowiańska,52.027223,20.807118
PT-0146,Rebocho,38.926546,-8.534066
RS-0007,Smederevo Airfield,44.6439,20.9623
RU-0070,Manushkino Airfield,59.8718986511,30.802799224900003
RU-0191,Pyaozero Air Base (abandoned),65.768997,30.976999
RU-0235,Akhty Airfield,41.4744544227,47.7015209198
RU-0248,Yegoryevsk Airfield,55.459,39.037
RU-0251,Anosino-1 Helipad,55.8470300909,36.982678771
RU-10068,Pertominsk Airstrip,64.790463,38.422472
RU-10141,Okhlopkovo Airfield,56.190798,43.082682
SK-0082,Vavrečka Airfield,49.3911,19.46712
TN-0006,A1 Oudhref Heliport,34.02864,9.92317
UA-0119,Romashky Airstrip,49.7354043,30.5536534
AZ-0002,Khachmaz Airport,41.459152,48.832635
BE-0023,Queen Astrid Malmedy Hospital Heliport,50.42694,6.02379
BE-0085,Waasmunster Airfield,51.12715,4.06294
BG-0159,Belitsa Airfield,43.94283,26.66035
DAAQ,Ain Oussera Airport,35.525398,2.87871
DE-0630,Rudolf Virchow Hospital Glauchau Heliport,50.80806,12.55431
DE-0742,Red Cross Hospital Wertheim Heliport,49.76132,9.49866
DE-0824,DRK Kamillus Hospital Asbach Heliport,50.66839,7.42471
DE-0879,Templin/Groß Dölln Airfield,53.028258,13.54022
DZ-0001,Hamra Airport,29.221376,6.48863
EDRN,Nannhausen Airfield,49.96992,7.478357
EDSO,Gruibingen-Nortel Airfield,48.6212,9.6557
EETU,Tartu Airport,58.307438,26.686473
EHPF,P9-A (Horizon) Heliport,52.5525,3.74083
EKPB,Kruså-Padborg Airfield,54.8703,9.27901
ENWY,Yme Inspirer Heliport Offshore,57.4888,4.3212
ES-0193,Aeroclub Arnao UL,43.5531667,-7.0168
ES-0371,Bellús Reservoir Heliport,38.938572,-0.48264
FR-0006,Graffenstaden Hospital Heliport,48.537178,7.721645
FR-0264,Altiport de Col Saint Jean,44.413891,6.373056
FR-0440,Guynem'air Ultralight Airfield,46.34685,0.51751
FR-0564,Veauce Airfield,46.173151,3.059489
GB-0050,Wing Farm Airfield,51.163355,-2.208607
GB-0444,Alcester Airfield,52.2292,-1.87714
GB-0454,Mitton Airstrip,52.732917,-2.185017
GB-0482,Thornhill Airfield,56.14888,-4.18588
GB-0950,Newry private Airstrip,54.14446,-6.31402
GB-1313,Hartland Point Heliport,51.0187,-4.51816
GR-0080,Megisti Lavra Monastery Heliport,40.17149,24.38132
IT-0466,Campo di Volo Amyclae,41.314204,13.345913
IT-0879,Elisuperficie di Scareno,46.010402,8.585172
LBGO,Gorna Oryahovitsa Airport,43.151402,25.7129
LDVC,Čakovec Pribislavec Airfield,46.391899,16.500299
LEPP,Pamplona Airport,42.77,-1.64633
LFCI,Albi Le Sequestre airport,43.913898,2.11306
LFGA,Colmar Houssen airport,48.109901,7.35901
LFGX,Champagnole-Crotenay Airfield,46.763032,5.819664
LFJL,Metz-Nancy-Lorraine Airport,48.982101,6.25132
LFOD,Aérodrome de Saumur - Saint-Florent,47.256802,-0.115142
LGST,Sitia Airport,35.21609878540039,26.101299285888672
LHSA,Szentkirályszabadja Airfield,47.0779,17.968399
LILG,Vergiate Airfield,45.712633,8.700714
LIMB,Milano-Bresso Airfield,45.541389,9.202222
LOLG,Sankt Georgen-Ybbsfeld Airfield,48.10332,14.951091
LTFJ,Istanbul Sabiha Gökçen International Airport,40.898602,29.3092
LU-0002,Medernach / Kitzebour Ultralight Airfield,49.7892,6.24111
NL-0119,Radboud University Medical Center Heliport,51.823519,5.862919
NO-0113,Veslefrikk B FPU,60.7822,2.89611
RS-0028,Niš Clinical Center Heliport,43.312443,21.916019
RU-0206,Tetrino Airfield,66.058767,38.282633
RU-0306,Beketovka Air Base,48.551003,44.369
RU-0960,Gudermes Airport,43.334434,46.041037
SI-0029,Maribor University Hospital Heliport,46.55117,15.64911
UUOB,Belgorod International Airport,50.643798828125,36.5900993347168
XK-0002,Krusheva Airfield,42.63982,20.50275
BG-0008,Kozloduy Airfield,43.763134,23.722031
BISI,Siglufjörður Airport,66.137847,-18.908157
CY-0051,Gülseren Barracks Central Helipad,35.142708,33.927836
CZ-0129,Osičiny Airstrip,50.01647,14.772211
DE-0315,Malmsheim Airfield,48.7847,8.9175
DE-0317,Markdorf Glider Field,47.7072,9.391
DE-0460,Vivantes Humboldt Clinic Heliport,52.59042,13.30846
EBOO,Oostdijckbank Platform Heliport,51.274445,2.4475
EDAP,Cottbus-Neuhausen Airfield,51.684723,14.423056
EE-0016,Matka-Lüganuse Airfield,59.384655,27.02493
EGNR,Hawarden Airport,53.178101,-2.97778
EHDR,Drachten Airfield,53.117933,6.127324
EHFB,F2-A,54.94444,4.5725
ENUR,Heidrun B Helipad,65.34333,7.36722
ESGM,Öresten Airfield,57.445301,12.649
ESTT,Vellinge Airfield,55.391202,13.022103
FR-0331,Javerlhac Ultralight Airfield,45.553817,0.5585
FR-1053,Chassancet Airfield,45.1575,1.726944
GB-0021,RAF Catterick,54.366508,-1.61808
GB-0170,RAF Burnfoot,54.987097,-2.984363
GB-0266,Upper Harford Airstrip,51.888613,-1.818346
GB-0464,Hunsdon Airfield,51.8078,0.069644
GB-0478,Rathfriland Airstrip,54.253246,-6.229055
GB-0733,Fern Farm Airstrip UL,53.2074,-2.2528
GB-0862,Hirta Heliport,57.810266,-8.571737
GB-0872,Deptford 'Farm' Airstrip,51.16246,-1.97636
GR-0085,Asimenio Airstrip,41.40236,26.54839
IT-0239,Esperti Airfield,40.47894,17.884616
IT-0491,San Felice-Trichiana Airfield,46.084723,12.121052
LEEM,El Manantío Airfield,38.777508,-6.991124
LEZA,C.I. de Laza Heliport,42.069044,-7.474941
LFKF,Figari Sud-Corse Airport,41.50185,9.097092
LFLG,Grenoble Le Versoud Airfield,45.218047,5.848317
LV-0016,Matīši Airfield,57.688051,25.166628
LV-8040,Daugavpils International Airport,55.944721,26.665001
NO-0014,Meråker Airfield Øian,63.370834,11.8125
OSAP,Aleppo International Airport,36.181262,37.226869
PL-0279,Dejguny Airstrip,54.021285,21.594777
PT-0031,Beja Civil Airfield UL,38.06138,-7.87767
RO-0051,Gagu Zenair Airfield,44.611058,26.26066
RO-0095,Prejmer Corona 3 Aerodrome,45.68086,25.74498
RU-0151,Petropavlovskaya Krepost Helipad,59.951484,30.313715
RU-0154,Ropsha Airfield,59.71099853515625,29.80500030517578
RU-0266,Barvikha-4 Helipad,55.7669655027,37.3082131147
RU-0369,Gelendzhik Seaplane Base,44.57,38.038611
SK-0063,Trebišov Airstrip,48.636891,21.759432
SK-0075,Tomášovce Airstrip,48.35997,19.642739
SY-0011,As-Saliniyah Airport,34.73309,40.71139
TR-0170,AFAD Helipad,39.906437,32.758553
UA-0051,Lokhvitsya Airfield,50.346,33.296
UA-0188,Stuzhitsa Heliport,49.04233,22.604014
UA-6118,Vasylkiv Air Base,50.234689,30.30092
UA-9874,Petrykivka Airfield,48.74488,34.63659
UG28,Bolshiye Shiraki Air Base,41.37950134277344,46.3672981262207
UKCK,Kramatorsk Airport,48.706799,37.630922
BISS,Sandskeið Airport,64.060799,-21.574699
BY-0008,Bel Airfield,53.779817,31.66495
CY-0083,Frenaros Helipad,35.025185,33.926629
DE-0005,Warngau Airfield,47.82399,11.70398
DE-0050,Alsfeld Airfield,50.750565,9.248615
DE-0089,Hienheim Airfield,48.87811,11.76034
DE-0100,Großes Moor Airfield,52.5359,10.02
DE-0339,Hartenstein-Thierfeld Ultralight Airfield,50.675798,12.678946
DE-0510,Frankfurt University Hospital Heliport,50.095651,8.662482
DE-0796,Ernst von Bergmann Hospital Bad Belzig Heliport,52.14079,12.59828
EBGA,UZ Leuven Hospital Heliport,50.877291,4.672821
EDNF,Elsenthal Grafe Airfield,48.822498,13.3675
EDRV,Wershofen/Eifel Airfield,50.451902,6.784086
EGLC,London City Airport,51.505299,0.055278
EICA,Connemara Regional Airport,53.23030090332031,-9.467780113220217
EIKK,Kilkenny Airport,52.65079879760742,-7.296110153198242
ENBN,"Brønnøysund Airport, Brønnøy",65.461098,12.2175
ENBR,"Bergen Airport, Flesland",60.2934,5.21814
ES-0048,Gérgal Aerodrome,37.12557,-2.595571
ES-0070,Aeródromo Alcalá del Río,37.553279,-5.980612
ES-0376,Aeródromo de Casinos,39.725009,-0.733848
ESOW,Stockholm Västerås Airport,59.589401,16.6336
ESUM,Mohed Airfield,61.291199,16.8463
FI-0005,Mänttä - Sassi Airfield,62.028,24.664
FR-0049,Centre Hospitalier Heliport,48.7227783203125,-3.465277910232544
FR-0544,Rémeling UL,49.41169,6.47624
FR-0626,Lévignac de Guyenne Airfield,44.619444,0.231389
FR-0776,Boissia Airfield,46.573004,5.710366
FR-1023,Saint-Martin Airfield,44.588056,5.541389
FR-1166,Tallone Airfield,42.165556,9.522778
GB-0051,Colemore Farm Airfield,51.060926,-1.010742
GB-0374,Viewfield Airstrip,57.664125,-3.188644
GB-0377,Croughton Manor Farm Airstrip,51.9878923,-1.2071769
GB-0465,Culbokie Airstrip,57.586843,-4.31636
GB-0530,Wormingford Glider Field,51.941419,0.789459
GB-0836,Fir Grove Airstrip,52.5506,1.1736
GB-1122,RAF Metfield,52.36586,1.39126
GB-1351,Sunderland Airport,54.911742,-1.472938
IT-0088,Monti della Tolfa Airfield,42.0188,11.9827
IT-0172,Stella Airfield,44.95094,11.62722
IT-0282,Campo di Volo Collerotondo,42.289182,13.745423
IT-0653,Ustica Heliport,38.707215,13.177478
IT-0891,Elisuperficie di Fobello,45.890136,8.156683
LBPL,Dolna Mitropoliya Air Base,43.451771,24.502423
LFJT,Tours Le Louroux Airfield,47.149251,0.711125
LFNC,Mont-Dauphin Saint-Crépin Airfield,44.701698,6.60028
LFSS,Saint Sulpice des Landes,47.791667,-1.643611
LGSA,Chania International Airport,35.531207,24.150673
LIRN,Naples International Airport,40.886002,14.2908
LKMO,Most Airfield,50.525002,13.6831
LTBD,Aydın Çıldır Airport,37.815389,27.887566
NL-0041,Wieringermeer Glidersite,52.820556,4.926389
NL-0043,Bergen Airfield,52.6472222222,4.69222222222
NL-0093,Koninklijke Nederlandsche Springstoffenfabrieken N.V Helipad,52.1755,5.0106
NO-0122,Albuskjell A Platform,56.6422,2.93861
PL-0023,Leszno  (Rydzyna) Highway Strip,51.81499862670898,16.623899459838867
PL-0038,Brochocin Air Base,51.203331,15.93278
PL-0126,Narew Helipad,52.908916,23.539053
PL-0162,Stary Wielisław Airfield,50.407065,16.563007
RO-0035,Caragea Dermen Heliport,44.23193,28.58523
RU-0368,Seltsy Airfield,54.9237,39.6392
RU-0407,Rodnikovskaya Airstrip,44.777646496,40.7087659836
RU-0510,Krapivye Airport,56.396436,40.338347
SE-0050,Myttinge Heliport,59.394406,18.4707801
UA-0013,Rysove Airfield,45.995499,33.681017
UA-0016,Yukharina Balka Airfield,44.549003,33.488613
AT-0046,Febau Heliport,46.661109924316,14.615833282471
CH-0012,Limmattal Hospital Heliport,47.393567,8.431755
CH-0029,Uster Hospital Heliport,47.3535,8.72424
DE-0033,Freilassing Hospital Helipad,47.8484971975,12.979743182700002
DE-0110,Bad Zwischenahn-Rostrup Airfield,53.2102,7.9887
DE-0121,Bohlenbergerfeld Airfield,53.418,7.9039
DE-0162,Riedelbach Airfield,50.3024,8.3845
DE-0273,Daun-Senheld Glider Field,50.175895,6.857754
DE-0524,ADAC Air Rescue Station Senftenberg Heliport,51.530666,13.988192
DE-0574,Konstanz Hospital Heliport,47.67203,9.18869
DE-0699,Christian Hospital Unna West Heliport,51.53263,7.67634
DK-0017,Ejstrupholm Airfield,55.990993,9.267537
EBCI,Brussels South Charleroi Airport,50.461963,4.459562
EBHN,Hoevenen Airfield,51.306099,4.38722
EDBS,Sömmerda-Dermsdorf Airfield,51.198414,11.191764
EG-0051,Martyr Ahmed El-Mansy Floating Bridge Heliport,30.04307,32.58078
EGJB,Guernsey Airport,49.435001,-2.60197
EH-0026,Al Mahbes Airstrip,27.409695,-9.073016
EIWT,Weston Airport,53.351622,-6.490357
ESGH,Herrljunga Airfield,58.032376,13.108642
FR-0040,Centre Hospitalier Hotel Dieu Heliport,46.80500030517578,4.448888778686523
FR-0076,Louis Pasteur General Hospital Heliport,47.083218,5.472643
FR-0174,Amiens South Hospital Heliport,49.876038,2.257489
FR-0287,Altisurface de la Plagne-Bouirex,42.866669,1.138333
FR-0598,Les Cigognes d'Epfig Ultralight Airfield,48.338333,7.477778
FR-1001,Cruis Mas des Grailles Airfield,44.060278,5.853056
FR-1143,Saint-Quentin Hospital Heliport,49.860451,3.270984
GB-0012,Benone Strand/Londerry Airfield,55.166667,-6.859167
GB-0036,Horse Leys Farm Airstrip,52.785362,-1.096752
GB-0240,Grove Farm Airstrip,53.31413,-0.866172
GB-0585,Yafford House Private Airstrip,50.63144,-1.36393
GB-0661,New Model Farm Airstrip,51.674236,-0.489671
GB-1045,RAF Chipping Norton,51.923976,-1.532249
GB-1071,Kerrera helipad,56.421188,-5.489551
GB-1119,RAF Matching,51.78219,0.24013
